symbol,language,region,quoteType,quoteSourceName,triggerable,Currency,firstTradeDateMilliseconds,priceHint,postMarketChangePercent,postMarketTime,sharesOutstanding,Book Value,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,forwardPE,P/B,sourceInterval,exchangeDataDelayedBy,Analyst Rating,tradeable,marketState,postMarketPrice,postMarketChange,1 D Change $,1 D Change %,regularMarketTime,Price,High,regularMarketDayRange,Low,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,52wk Low,52wk High,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,Dividend,P/E,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,twoHundredDayAverageChangePercent,Company,exchange,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,displayName
ROL,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,-0.735705,1626207632,492124000,2.01,33.944706,1.3952942,0.041104913,35.44378,-0.10377884,17391663104,51.217392,17.58209,15,0,,FALSE,POST,35.08,-0.259998,-0.0200005,-0.0565624,1626206401,35.34,35.679,35.18 - 35.679,35.18,850473,35.36,35.35,35.36,8,22,NYSE,USD,35.3,1282077,934260,5.8533325,0.19850777,29.486668 - 43.0,-7.66,-0.17813954,29.486668,43,1623283200,1619595004,1627389000,1627907400,0.239,56.095238,0.006759049,0.63,0.69,0.65,54.369232,-0.002927985,"Rollins, Inc.",NYQ,"Rollins, Inc.",finmb_300753,America/New_York,EDT,-14400000,us_market,FALSE,
ROP,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,0,1626209086,105239000,102.298,459.4303,22.289703,0.048515964,424.94675,56.773254,50695733248,29.920496,4.7089877,15,0,,FALSE,POST,481.72,0,-0.619995,-0.128539,1626206597,481.72,483.15,480.8059 - 483.15,480.8059,264800,482.34,375.32,481.94,9,10,NYSE,USD,481.62,413785,358520,118.82001,0.32741806,362.9 - 483.5,-1.7799988,-0.003681487,362.9,483.5,1626998400,1619503200,1627302600,1627648200,2.15,51.07836,0.004457437,9.431,16.1,15.01,32.09327,0.13360088,"Roper Technologies, Inc.",NYQ,"Roper Technologies, Inc.",finmb_22751,America/New_York,EDT,-14400000,us_market,FALSE,
ROST,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,0.252715,1626208595,357120992,10.229,121.890884,0.77911377,0.006391896,121.898,0.77199554,43808030720,23.232954,11.992374,15,0,,FALSE,POST,122.98,0.310005,-1.4300003,-1.1522968,1626206402,122.67,124.3,122.47 - 124.3,122.47,1143394,124.1,122.25,123,8,10,NasdaqGS,USD,123.96,2038074,1632620,43.019997,0.5401129,79.65 - 134.22,-11.550003,-0.08605277,79.65,134.22,1625011200,1621526460,1629284340,1629720000,0.57,50.253994,0.00459307,2.441,5.28,4.34,28.264975,0.006333127,"Ross Stores, Inc.",NMS,"Ross Stores, Inc.",finmb_33926,America/New_York,EDT,-14400000,us_market,FALSE,
RSG,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,-0.541693,1626209115,319032992,27.062,109.59676,3.013237,0.02749385,101.19067,11.419334,35926306816,26.684835,4.1611853,15,0,,FALSE,POST,112,-0.610001,-0.0400009,-0.035509,1626206401,112.61,114.88,112.49 - 114.88,112.49,1200193,112.65,112.7,112.95,8,22,NYSE,USD,114.71,1125277,1154800,31.029999,0.3803628,81.58 - 114.88,-2.2699966,-0.01975972,81.58,114.88,1626307200,1620244800,1628107200,1628539200,1.68,35.41195,0.014913448,3.18,4.22,3.84,29.325521,0.11284968,"Republic Services, Inc.",NYQ,"Republic Services, Inc.",finmb_386225,America/New_York,EDT,-14400000,us_market,FALSE,
RTX,en-US,US,EQUITY,Delayed Quote,TRUE,USD,,2,-0.023443421,1626215856,1515090048,,87.31647,-1.9864655,-0.022750182,78.815926,6.514076,1.29283E+11,,,15,0,,FALSE,POST,85.31,-0.020004272,-0.889999,-1.03224,1626206401,85.33,86.24,85.27 - 86.24,85.27,3451080,86.22,85.02,85.97,13,8,NYSE,USD,86.17,6078092,4590220,33.410004,0.6434901,51.92 - 89.98,-4.6500015,-0.051678166,51.92,89.98,1631145600,1619506504,1627302600,1627648200,,,,,,3.85,22.163637,0.08264924,Raytheon Technologies Corporati,NYQ,Raytheon Technologies Corporation,finmb_159230,America/New_York,EDT,-14400000,us_market,FALSE,
SBAC,en-US,US,EQUITY,Delayed Quote,TRUE,USD,,2,1.1241113,1626211995,109345000,-46.146,316.24118,12.908813,0.040819522,284.79193,44.358063,35990904832,92.71831,-7.132796,15,0,,FALSE,POST,332.85,3.7000122,-1.4500122,-0.43860018,1626206401,329.15,332.125,328.59 - 332.125,328.59,404511,330.6,329.01,340,10,14,NasdaqGS,USD,330.49,625749,530280,96.26999,0.41338882,232.88 - 332.66,-3.5100098,-0.010551343,232.88,332.66,1623715200,1619452860,1627329600,1627934400,2.09,266.51822,0.006321839,1.235,3.55,2.22,148.26576,0.15575604,SBA Communications Corporation,NMS,SBA Communications Corporation,finmb_34071,America/New_York,EDT,-14400000,us_market,FALSE,
SBUX,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,0.15892498,1626216724,1178300032,-6.498,112.92765,6.6223526,0.058642436,109.35541,10.194595,1.40866E+11,33.208336,-18.397968,15,0,,FALSE,POST,119.74,0.18999481,1.090004,0.9201452,1626206402,119.55,119.99,118.45 - 119.99,118.45,5447097,118.46,119.56,119.75,11,18,NasdaqGS,USD,118.54,5432412,4875940,47.730003,0.66457814,71.82 - 119.99,-0.4399948,-0.003666929,71.82,119.99,1630022400,1627383540,1627383540,1627383540,1.76,140.81273,0.014857336,0.849,3.6,2.99,39.98328,0.09322443,Starbucks Corporation,NMS,Starbucks Corporation,finmb_34745,America/New_York,EDT,-14400000,us_market,FALSE,
SCHW,en-US,US,EQUITY,Delayed Quote,TRUE,USD,,2,0,1626214284,1807049984,23.899,72.83235,-1.012352,-0.013899757,65.67,6.1500015,1.35478E+11,20.81739,3.0051467,15,0,,FALSE,POST,71.82,0,0.110001,0.153396,1626206401,71.82,72.1,70.96 - 72.1,70.96,7224419,71.71,71.89,71.9,8,14,NYSE,USD,71.58,7581426,8986860,39.16,1.1990203,32.66 - 76.37,-4.550003,-0.059578408,32.66,76.37,1622160000,1618476300,1626265800,1626697800,0.72,30.983604,0.010040442,2.318,3.45,3.16,22.727848,0.093650095,Charles Schwab Corporation (The,NYQ,The Charles Schwab Corporation,finmb_34093,America/New_York,EDT,-14400000,us_market,FALSE,
SEE,en-US,US,EQUITY,Delayed Quote,TRUE,USD,,2,0.29913455,1626215515,153224000,1.114,58.023823,-1.193821,-0.020574668,49.749184,7.080818,8707720192,15.31806,51.014366,15,0,,FALSE,POST,57,0.16999817,-1.16,-2.00034,1626206601,56.83,58.06,56.665 - 58.06,56.665,1546034,57.99,56.78,57.01,13,8,NYSE,USD,58.02,1300273,1151480,23,0.6798699,33.83 - 59.7,-2.869999,-0.048073683,33.83,59.7,1623974400,1620131400,1628080200,1628512200,0.64,17.643589,0.011036385,3.221,3.71,3.51,16.190884,0.14233033,Sealed Air Corporation,NYQ,Sealed Air Corporation,finmb_382724,America/New_York,EDT,-14400000,us_market,FALSE,
SHW,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,0,1626208919,265950000,11.583,276.75323,1.2967529,0.004685593,257.0179,21.032074,73947398144,26.455755,24.005007,15,0,,FALSE,POST,278.05,0,0.0799866,0.0287753,1626206402,278.05,278.58,276.48 - 278.58,276.48,1217948,277.97,277.91,277.81,8,12,NYSE,USD,276.75,1159752,791380,86.29999,0.45006514,191.75 - 293.05,-15,-0.051185805,191.75,293.05,1622764800,1619506823,1627302600,1627648200,1.89,35.942345,0.006799295,7.736,10.51,9.45,29.423279,0.08183116,Sherwin-Williams Company (The),NYQ,The Sherwin-Williams Company,finmb_303104,America/New_York,EDT,-14400000,us_market,FALSE,
SIVB,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,0.49581,1626212110,54315100,163.246,568.7282,10.121765,0.017797193,521.61896,57.231018,31440293888,22.523344,3.5458753,15,0,,FALSE,POST,581.72,2.87,-14.809998,-2.4946935,1626206402,578.85,588.02,572.3101 - 588.02,572.3101,272671,593.66,570,579.19,8,8,NasdaqGS,USD,588.02,420844,521300,374.06998,1.826692,204.78 - 608.84,-29.990051,-0.04925769,204.78,608.84,,1626984000,1626984000,1626984000,,19.051771,,30.383,25.7,27.83,20.799496,0.109718055,SVB Financial Group,NMS,SVB Financial Group,finmb_187662,America/New_York,EDT,-14400000,us_market,FALSE,
SJM,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,-1.91923,1626208728,108344000,74.994,132.85854,-3.1185303,-0.023472562,125.46104,4.278969,14056551424,14.148311,1.730005,15,0,,FALSE,POST,127.25,-2.49001,-0.659988,-0.506126,1626206402,129.74,131.09,129.2193 - 131.09,129.2193,509831,130.4,129.69,129.86,12,14,NYSE,USD,130.39,851198,596400,25.440002,0.2439118,104.3 - 140.65,-10.909988,-0.07756835,104.3,140.65,1630454400,1622637000,1629702000,1630062000,3.6,16.654686,0.027607363,7.79,9.17,8.84,14.676471,0.034105957,J.M. Smucker Company (The) New,NYQ,The J. M. Smucker Company,finmb_303591,America/New_York,EDT,-14400000,us_market,FALSE,
SLB,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,-0.261352,1626216221,1398329984,8.97,33.06,-2.4500008,-0.07410771,28.509333,2.100668,42802880512,19.251572,3.412486,15,0,,FALSE,POST,30.53,-0.0799999,-0.609999,-1.95387,1626206402,30.61,31.125,30.46 - 31.125,30.46,8163046,31.22,30.6,30.65,29,22,NYSE,USD,30.92,12550622,9554120,16.91,1.2343066,13.7 - 36.87,-6.2599983,-0.1697857,13.7,36.87,1625702400,1619161200,1626937200,1627297200,0.5,,0.016015375,-2.043,1.59,1.12,27.330359,0.07368352,Schlumberger N.V.,NYQ,Schlumberger Limited,finmb_301966,America/New_York,EDT,-14400000,us_market,FALSE,
SNA,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,0,1626208915,54080000,71.717,234.19942,-10.689423,-0.045642395,217.38763,6.12236,12087420928,15.908184,3.1165552,15,0,,FALSE,POST,223.51,0,-3.56001,-1.5678,1626206401,223.51,226.86,222.94 - 226.86,222.94,232950,227.07,223.39,223.59,8,8,NYSE,USD,226.7,421660,384900,91.29999,0.6905679,132.21 - 259.99,-36.479996,-0.14031307,132.21,259.99,1623283200,1619073000,1627561800,1627907400,4.62,17.945404,0.020346148,12.455,14.05,13.43,16.64259,0.028163332,Snap-On Incorporated,NYQ,Snap-on Incorporated,finmb_303646,America/New_York,EDT,-14400000,us_market,FALSE,
SNPS,en-US,US,EQUITY,Delayed Quote,TRUE,USD,,2,0,1626207468,152575008,33.353,265.21295,12.877045,0.048553605,255.26111,22.828888,42429583360,37.7327,8.33778,15,0,,FALSE,POST,278.09,0,-0.47000122,-0.16872531,1626206403,278.09,279.54,276.97 - 279.54,276.97,577072,278.56,274.37,278.19,10,8,NasdaqGS,USD,278.5,851587,606840,89.26999,0.47277823,188.82 - 300.91,-22.820007,-0.07583665,188.82,300.91,,1621440304,1629197940,1629720000,,54.124172,,5.138,7.37,6.48,42.915123,0.08943348,"Synopsys, Inc.",NMS,"Synopsys, Inc.",finmb_35028,America/New_York,EDT,-14400000,us_market,FALSE,
SO,en-US,US,EQUITY,Delayed Quote,TRUE,USD,,2,0.13041738,1626215252,1058630016,26.905,62.749413,-1.4094124,-0.022460965,61.885925,-0.54592514,64936366080,17.278873,2.2798736,15,0,,FALSE,POST,61.42,0.07999802,-0.459999,-0.744335,1626206564,61.34,61.835,61.12 - 61.835,61.12,1973063,61.8,61.19,61.48,10,10,NYSE,USD,61.72,3971744,3264140,10.119999,0.19757904,51.22 - 66.93,-5.59,-0.0835201,51.22,66.93,1623024000,1619699400,1627475400,1627907400,2.56,19.289309,0.041423947,3.18,3.55,3.31,18.531723,-0.008821475,Southern Company (The),NYQ,The Southern Company,finmb_120623,America/New_York,EDT,-14400000,us_market,FALSE,
SPG,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,0.5212827,1626217003,328531008,9.199,130.54588,-3.9358826,-0.030149419,114.3083,12.301704,41596325888,25.73374,13.763453,15,0,,FALSE,POST,127.27,0.65999603,-3.66,-2.80955,1626206402,126.61,130.04,126.445 - 130.04,126.445,1700664,130.27,126.5,127.8,8,12,NYSE,USD,129.58,2487514,2286960,67.58,1.1448417,59.03 - 136.7,-10.089996,-0.07381124,59.03,136.7,1626998400,1620676800,1628506740,1628856000,5.2,35.62465,0.039917093,3.554,4.92,4.52,28.011063,0.10761865,"Simon Property Group, Inc.",NYQ,"Simon Property Group, Inc.",finmb_34378,America/New_York,EDT,-14400000,us_market,FALSE,
SPGI,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,0,1626207466,240900000,4.284,396.6394,12.310608,0.031037278,360.81467,48.135345,98516058112,29.357502,95.459854,15,0,,FALSE,POST,408.95,0,-2.79999,-0.680021,1626206402,408.95,412.845,408.04 - 412.845,408.04,1110853,411.75,409.81,409.95,8,9,NYSE,USD,410.79,1346025,1282840,105.45001,0.3474465,303.5 - 419.96,-11.009979,-0.026216734,303.5,419.96,1631232000,1619680204,1627302600,1627648200,2.78,40.25891,0.00675167,10.158,13.93,12.76,32.049374,0.1334074,S&P Global Inc.,NYQ,S&P Global Inc.,finmb_21719,America/New_York,EDT,-14400000,us_market,FALSE,
SRE,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,0.0378467,1626213480,302760992,74.406,136.68706,-4.5670624,-0.033412546,130.75119,1.3688049,40410882048,15.525264,1.7756633,15,0,,FALSE,POST,132.17,0.0500031,-1.32001,-0.989214,1626206606,132.12,133.6223,131.52 - 133.6223,131.52,678457,133.44,129.93,134.24,8,8,NYSE,USD,133.34,1624347,1218160,19.789993,0.17617728,112.33 - 144.93,-12.809998,-0.08838748,112.33,144.93,1626307200,1620217800,1627974000,1628506800,4.23,10.0525,0.03169964,13.143,8.51,8.1,16.31111,0.010468776,DBA Sempra,NYQ,Sempra Energy,finmb_120622,America/New_York,EDT,-14400000,us_market,FALSE,
STE,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,0,1626208792,99676800,45.47,200.45529,8.264709,0.04122969,194.25327,14.466736,20804542464,25.08654,4.590279,15,0,,FALSE,POST,208.72,0,-2.08,-0.986718,1626206401,208.72,210.59,208.22 - 210.59,208.22,300817,210.8,208.96,209.04,8,9,NYSE,USD,210.62,726649,470920,58.899994,0.39313838,149.82 - 216.74,-8.020004,-0.03700288,149.82,216.74,1624579200,1621368000,1627901940,1628251200,1.57,45.079914,0.007447818,4.63,8.32,7.41,28.167341,0.07447358,STERIS plc (Ireland),NYQ,STERIS plc,finmb_34783,America/New_York,EDT,-14400000,us_market,FALSE,
STT,en-US,US,EQUITY,Delayed Quote,TRUE,USD,,2,0.34689105,1626213451,347768000,66.169,84.09706,-0.49706268,-0.005910583,80.82215,2.7778473,29073403904,10.42394,1.2634315,15,0,,FALSE,POST,83.89,0.29000092,-0.720001,-0.853891,1626206705,83.6,84.83,83.11 - 84.83,83.11,1308071,84.32,83.25,84.5,10,8,NYSE,USD,84.3,2192669,1726240,26.969997,0.47624928,56.63 - 89.28,-5.6800003,-0.063620076,56.63,89.28,1626048000,1618576200,1626352200,1626697800,2.08,13.772652,0.024667932,6.07,8.02,7.05,11.858155,0.034369875,State Street Corporation,NYQ,State Street Corporation,finmb_188785,America/New_York,EDT,-14400000,us_market,FALSE,
STX,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,0.180795,1626215007,228872992,2.108,91.81941,-3.3194122,-0.03615153,79.84155,8.658447,20255260672,13.150074,41.98292,15,0,,FALSE,POST,88.66,0.160004,-0.48000336,-0.5394508,1626206402,88.5,89.295,87.545 - 89.295,87.545,1550020,88.98,88,89.4,8,8,NasdaqGS,USD,88.005,3168430,1721280,44.97,1.0330807,43.53 - 106.22,-17.720001,-0.16682358,43.53,106.22,1625616000,1619121600,1627297140,1627646400,2.64,22.365429,0.029669588,3.957,6.73,,,0.108445376,Seagate Technology Holdings PLC,NMS,Seagate Technology Holdings plc,finmb_3738520,America/New_York,EDT,-14400000,us_market,FALSE,
STZ,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,1.82302,1626210826,168999008,70.316,232.77559,-7.325592,-0.03147062,229.7123,-4.2622986,43451654144,19.203577,3.2062402,15,0,,FALSE,POST,229.56,4.11,-1.01001,-0.445999,1626206605,225.45,228.6,225.27 - 228.6,225.27,844786,226.46,225.64,225.72,8,8,NYSE,USD,227,987966,891200,64.81999,0.40353602,160.63 - 244.75,-19.300003,-0.07885599,160.63,244.75,1629763200,1617867000,1632918600,1633350600,3,21.835352,0.013247373,10.325,11.74,10.07,22.388283,-0.018554943,"Constellation Brands, Inc.",NYQ,"Constellation Brands, Inc.",finmb_258589,America/New_York,EDT,-14400000,us_market,FALSE,
SWK,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,-0.270452,1626216091,161495008,61.313,206.34412,0.71588135,0.003469357,194.7137,12.346298,33439156224,17.070074,3.3770978,15,0,,FALSE,POST,206.5,-0.559998,-2.37,-1.13164,1626206401,207.06,210.92,206.35 - 210.92,206.35,1130470,209.43,207.13,207.69,8,8,NYSE,USD,210,1072623,846920,67.17,0.48016298,139.89 - 225.0,-17.940002,-0.07973334,139.89,225,1624320000,1619589606,1627475400,1627907400,2.79,21.034132,0.013321874,9.844,12.13,11.12,18.620504,0.06340744,"Stanley Black & Decker, Inc.",NYQ,"Stanley Black & Decker, Inc.",finmb_304977,America/New_York,EDT,-14400000,us_market,FALSE,
SWKS,en-US,US,EQUITY,Delayed Quote,TRUE,USD,,2,0.22154139,1626215380,165092992,28.542,176.3947,13.185303,0.07474886,175.67851,13.901489,31298330624,17.47281,6.6421413,15,0,,FALSE,POST,190,0.41999817,-1.6199951,-0.84727776,1626206403,189.58,191.05,188.65 - 191.05,188.65,775700,191.2,189.34,191.2,8,14,NasdaqGS,USD,190.51,1817963,1193260,63.050003,0.49830082,126.53 - 204.0,-14.419998,-0.070686266,126.53,204,1623110400,1619726400,1626897600,1627329600,1.94,26.243078,0.010146444,7.224,10.85,10.32,18.370155,0.07913028,"Skyworks Solutions, Inc.",NMS,"Skyworks Solutions, Inc.",finmb_1462309,America/New_York,EDT,-14400000,us_market,FALSE,
SYF,en-US,US,EQUITY,Delayed Quote,TRUE,USD,,2,0,1626212719,581598976,21.863,48.555294,0.08470535,0.001744513,42.20778,6.4322205,28288974848,8.990758,2.2247632,15,0,,FALSE,POST,48.64,0,-0.860001,-1.73738,1626206401,48.64,49.885,48.51 - 49.885,48.51,6213286,49.5,48.49,48.62,22,8,NYSE,USD,49.5,5697553,4826120,26.97,1.2445778,21.67 - 50.96,-2.3199997,-0.045525897,21.67,50.96,1620864000,1619505006,1626697800,1627043400,0.88,13.670601,0.017777778,3.558,5.41,5.63,8.639431,0.15239419,Synchrony Financial,NYQ,Synchrony Financial,finmb_260334235,America/New_York,EDT,-14400000,us_market,FALSE,
SYK,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,-0.158642,1626209747,376748000,35.838,258.05646,3.5435486,0.01373168,248.57414,13.025864,98594693120,25.299807,7.2995143,15,0,,FALSE,POST,261.185,-0.415009,-3.32001,-1.25321,1626206694,261.6,265.92,261.18 - 265.92,261.18,823484,264.92,262.1,262.16,9,9,NYSE,USD,265,1070806,949080,85.04001,0.48164934,176.56 - 268.04,-6.4400024,-0.024026273,176.56,268.04,1627603200,1619539500,1627488300,1627934700,2.41,70.89431,0.009097085,3.69,10.34,9.19,28.465725,0.05240233,Stryker Corporation,NYQ,Stryker Corporation,finmb_94614,America/New_York,EDT,-14400000,us_market,FALSE,
SYY,en-US,US,EQUITY,Delayed Quote,TRUE,USD,,2,0.39558166,1626215234,511582016,2.729,78.135,-4.8250046,-0.06175215,78.817184,-5.507187,37504077824,22.081326,26.863317,15,0,,FALSE,POST,73.6,0.29000092,-1.92001,-2.55218,1626206401,73.31,74.91,73.09 - 74.91,73.09,2181868,75.23,73.02,73.27,12,11,NYSE,USD,74.89,2245811,2468340,22.409996,0.44027495,50.9 - 86.73,-13.420006,-0.15473314,50.9,86.73,1626998400,1620131400,1628512200,1628857800,1.8,,0.023926623,-0.481,3.32,1.32,55.537876,-0.06987292,Sysco Corporation,NYQ,Sysco Corporation,finmb_189096,America/New_York,EDT,-14400000,us_market,FALSE,
T,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,-0.035373997,1626216917,7139999744,23.178,29.042353,-0.7723522,-0.026593996,29.620073,-1.3500729,2.01848E+11,9.060898,1.2196912,15,0,,FALSE,POST,28.26,-0.010000229,-0.209999,-0.737356,1626206663,28.27,28.62,28.22 - 28.62,28.22,28490825,28.48,28.22,28.25,270,215,NYSE,USD,28.48,44665493,34967580,1.9200001,0.07286528,26.35 - 33.88,-5.6100006,-0.16558443,26.35,33.88,1627862400,1626957000,1626957000,1626957000,2.08,,0.073033705,-0.345,3.12,3.16,8.946202,-0.04557966,AT&T Inc.,NYQ,AT&T Inc.,finmb_100231,America/New_York,EDT,-14400000,us_market,FALSE,
TAP,en-US,US,EQUITY,Delayed Quote,TRUE,USD,,2,1.7218093,1626213437,200532992,58.003,56.64,-4.950001,-0.08739408,52.11652,-0.4265213,11219881984,12.219858,0.8911608,15,0,,FALSE,POST,52.58,0.8900032,-1.16,-2.19489,1626206609,51.69,53.1699,51.57 - 53.1699,51.57,1403349,52.85,51.51,51.68,8,8,NYSE,USD,52.94,1954950,1702440,19.579998,0.6097788,32.11 - 61.48,-9.790001,-0.15923879,32.11,61.48,1584662400,1619699400,1627475400,1627907400,0,,0,-3.449,4.23,3.9,13.253845,-0.008183994,Molson Coors Beverage Company,NYQ,Molson Coors Beverage Company,finmb_263765,America/New_York,EDT,-14400000,us_market,FALSE,
TDG,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,0,1626209042,54892100,-64.306,657.90704,-9.347046,-0.014207244,611.19604,37.363953,35600822272,37.772858,-10.085528,15,0,,FALSE,POST,648.56,0,-5.09998,-0.780218,1626206402,648.56,656.55,648.32 - 656.55,648.32,215774,653.66,650.99,651.83,9,11,NYSE,USD,652.2,282065,190960,240.03,0.5875456,408.53 - 688.03,-39.47003,-0.05736673,408.53,688.03,1578355200,1620736200,1627907400,1628253000,,238.79233,,2.716,17.17,11.31,57.34394,0.061132517,Transdigm Group Incorporated Tr,NYQ,TransDigm Group Incorporated,finmb_22800180,America/New_York,EDT,-14400000,us_market,FALSE,
TDY,en-US,US,EQUITY,Delayed Quote,TRUE,USD,,2,0.18069316,1626211187,46540400,90.022,422.25528,14.954712,0.035416283,406.0877,31.122284,20347928576,28.225307,4.8567014,15,0,,FALSE,POST,438,0.79000854,10.35,2.42468,1626206804,437.21,439.52,426.26 - 439.52,426.26,413178,426.86,437.93,438.3,10,8,NYSE,USD,424.06,302968,168500,144.79999,0.49519506,292.41 - 457.79,-20.580017,-0.044955146,292.41,457.79,,1619592900,1626784200,1627302600,,40.94493,,10.678,15.49,12.67,34.507496,0.07663932,Teledyne Technologies Incorpora,NYQ,Teledyne Technologies Incorporated,finmb_406526,America/New_York,EDT,-14400000,us_market,FALSE,
TEL,en-US,US,EQUITY,Delayed Quote,TRUE,USD,,2,0.065399565,1626207591,330224992,29.262,135.60207,2.0079346,0.014807551,131.23993,6.3700714,45442260992,20.356508,4.7026863,15,0,,FALSE,POST,137.7,0.08999634,-1.03,-0.74293,1626206612,137.61,138.32,137.465 - 138.32,137.465,1263180,138.64,135.68,137.57,10,9,NYSE,USD,137.93,1473434,1129400,59.25,0.75612557,78.36 - 139.58,-1.9700012,-0.014113778,78.36,139.58,1646352000,1619008200,1627389000,1627907400,1.92,42.485332,0.013848817,3.239,6.76,6.16,22.339287,0.0485376,TE Connectivity Ltd. New Switze,NYQ,TE Connectivity Ltd.,finmb_8106523,America/New_York,EDT,-14400000,us_market,FALSE,
TER,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,-0.929885,1626215344,166266000,13.968,128.725,-1.9350052,-0.015032085,126.55104,0.23896027,21080866816,21.974003,9.077176,15,0,,FALSE,POST,125.611,-1.179,-0.29000092,-0.22820342,1626206402,126.79,128.05,125.55 - 128.05,125.55,992781,127.08,126.77,128.33,14,22,NasdaqGS,USD,126.26,1420614,1633000,52.71,0.71152806,74.08 - 147.9,-21.109993,-0.14273153,74.08,147.9,1623974400,1619542920,1626692340,1627041600,0.4,28.829016,0.003147624,4.398,5.77,5.35,23.699066,0.001888252,"Teradyne, Inc.",NMS,"Teradyne, Inc.",finmb_94728,America/New_York,EDT,-14400000,us_market,FALSE,
TFC,en-US,US,EQUITY,Delayed Quote,TRUE,USD,,2,-0.018275127,1626209978,1344850048,,57.27206,-2.5620613,-0.044734925,56.43,-1.7200012,73576742912,,,15,0,,FALSE,POST,54.7,-0.009998322,-0.889999,-1.60072,1626206402,54.71,55.57,54.52 - 55.57,54.52,4636828,55.6,54.68,54.69,8,10,NYSE,USD,55.34,5636406,4957240,20.07,0.57938796,34.64 - 62.69,-7.9799995,-0.12729302,34.64,62.69,1622505600,1626352200,1626352200,1626352200,,,,,,4.63,11.816414,-0.030480262,Truist Financial Corporation,NYQ,Truist Financial Corporation,finmb_19109,America/New_York,EDT,-14400000,us_market,FALSE,
TFX,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,0,1626208792,46732700,72.24,402.83295,15.927063,0.03953764,405.83838,12.921631,19569786880,28.1047,5.7967887,15,0,,FALSE,POST,418.76,0,-1.66998,-0.397208,1626206629,418.76,421.36,415.55 - 421.36,415.55,296353,420.43,419.88,420.01,9,10,NYSE,USD,419.37,258917,412220,106.43002,0.34076145,312.33 - 449.38,-30.619995,-0.06813831,312.33,449.38,1623715200,1619699400,1627475400,1627907400,1.36,71.07264,0.003234783,5.892,14.9,12.76,32.818184,0.031839352,Teleflex Incorporated,NYQ,Teleflex Incorporated,finmb_307430,America/New_York,EDT,-14400000,us_market,FALSE,
TGT,en-US,US,EQUITY,Nasdaq Real Time Price,TRUE,USD,,2,0.0953349,1626216510,494724000,30.154,235.74823,16.00177,0.067876525,204.75444,46.99556,1.24547E+11,20.720165,8.348809,15,0,,FALSE,POST,251.99,0.240005,-0.490005,-0.194262,1626206573,251.75,253.44,250.6 - 253.44,250.6,2065512,252.24,251.5,251.99,8,8,NYSE,USD,250.5,3153557,2478120,134.33,1.1440129,117.42 - 253.44,-1.6900024,-0.006668255,117.42,253.44,1631232000,1621427400,1629203400,1629721800,2.7,20.554377,0.010704092,12.248,12.15,12.26,20.534258,0.22952157,Target Corporation,NYQ,Target Corporation,finmb_174438,America/New_York,EDT,-14400000,us_market,FALSE,
